매핑된_작물,꿀벌 연관 여부,원재료
미분류,미분류,검정깨볶은가루
미분류,미분류,동부앙금
미분류,미분류,맵쌀
미분류,미분류,동부
미분류,미분류,갈치
미분류,미분류,조제감자전분
미분류,미분류,면류첨가알칼리제
미분류,미분류,폴리소르베이트80
미분류,미분류,고구마전분
미분류,미분류,복합조미료
미분류,미분류,두태기름
미분류,미분류,닭가슴살
미분류,미분류,숙주나물
미분류,미분류,탕다지기1
미분류,미분류,탕다지기
미분류,미분류,돼지뼈다귀
미분류,미분류,우거지
미분류,미분류,고춧가루양념
미분류,미분류,압착올리브유
미분류,미분류,혼합올리브유
미분류,미분류,개량제
미분류,미분류,에리스리톨
미분류,미분류,야자유
카카오,꿀벌 수분 연관,코코아매스
미분류,미분류,레시틴
미분류,미분류,바닐린
미분류,미분류,소다1
미분류,미분류,기타농산가공품
미분류,미분류,웰가에스피
미분류,미분류,단호박
미분류,미분류,팥앙금
미분류,미분류,동결건조딸기분말
미분류,미분류,서양호박
미분류,미분류,호박
미분류,미분류,생강청
미분류,미분류,삶은팥
미분류,미분류,팥가루
미분류,미분류,젓새우
미분류,미분류,기타엿
미분류,미분류,삭카린나트륨
미분류,미분류,풋고추
미분류,미분류,건새우
미분류,미분류,애호박
미분류,미분류,딸기향분말
미분류,미분류,냉동쑥
미분류,미분류,단호박분말
미분류,미분류,하트설기
미분류,미분류,팥앙금가루
미분류,미분류,잣
미분류,미분류,터메릭올레오레진
미분류,미분류,두부
미분류,미분류,기타식용유지가공품
미분류,미분류,소고기분말
미분류,미분류,대나무잎가루
미분류,미분류,분유류
미분류,미분류,식용유지가공품
미분류,미분류,와인향
미분류,미분류,젖산
미분류,미분류,조제겨자
미분류,미분류,유당
미분류,미분류,카제인나트륨
미분류,미분류,제이인산칼륨
미분류,미분류,찹쌀분말
커피,꿀벌 수분 연관,향료(커피향)
미분류,미분류,탄산음료
미분류,미분류,간생강
미분류,미분류,표고벗섯
미분류,미분류,다사마
미분류,미분류,사골분말
미분류,미분류,사골엑기스
미분류,미분류,간장소스
미분류,미분류,폴리글리세린지방산에스테르
미분류,미분류,냉동마늘
미분류,미분류,오징어채
미분류,미분류,홍새우살
미분류,미분류,꽃게
미분류,미분류,주꾸미
미분류,미분류,바지락살
미분류,미분류,바지락
미분류,미분류,낙지
미분류,미분류,생강엑기스
미분류,미분류,사탕수수
미분류,미분류,정향
미분류,미분류,시나몬
미분류,미분류,천연향신료너트맥분말
미분류,미분류,멸치엑기스
미분류,미분류,감초농축액
미분류,미분류,프로텍스
미분류,미분류,새우엑기스
미분류,미분류,배퓌레
미분류,미분류,야채짬뽕베이스
사과,꿀벌 수분 연관,사과농축과즙
미분류,미분류,식용유
미분류,미분류,오징어
미분류,미분류,절임배추잎
미분류,미분류,실파
미분류,미분류,기타어육가공품
미분류,미분류,홍합
미분류,미분류,대왕오징어
미분류,미분류,백합
미분류,미분류,흰다리새우
미분류,미분류,오징어먹물
미분류,미분류,흑미가루
미분류,미분류,다시마
미분류,미분류,몰키아김
미분류,미분류,몰로키아
미분류,미분류,볶음땅콩분태
미분류,미분류,돌김
미분류,미분류,양념젓갈
미분류,미분류,대구
미분류,미분류,겨자분
미분류,미분류,치자청색소
미분류,미분류,과채음료
미분류,미분류,고추플레이크
미분류,미분류,피로인산나트륨
미분류,미분류,프로테아제
미분류,미분류,메타인산나트륨
미분류,미분류,양파플레이크
미분류,미분류,파분말
미분류,미분류,캐러웨이오일
미분류,미분류,미강유(현미유)
미분류,미분류,바지락엑기스
미분류,미분류,홍합엑기스
미분류,미분류,건조링홍고추플레이크
미분류,미분류,후추분태
미분류,미분류,겨자씨앗
미분류,미분류,당시럽
미분류,미분류,d-소르비톨액
미분류,미분류,겨자오일
미분류,미분류,냉동새우
미분류,미분류,절단낙지
미분류,미분류,분당
미분류,미분류,냉동라즈베리
미분류,미분류,냉동딸기
미분류,미분류,생크림
미분류,미분류,건살구
미분류,미분류,산딸기퓌레
미분류,미분류,타르색소제제
오렌지,꿀벌 수분 연관,오렌지필
미분류,미분류,살구잼
아몬드,꿀벌 수분 연관,아몬드페이스트
미분류,미분류,건조난백분말
미분류,미분류,l-주석산
미분류,미분류,혼합가공치즈
미분류,미분류,기타잼
미분류,미분류,분쇄가공육제품
토마토,꿀벌 수분 연관,토마토과육
토마토,꿀벌 수분 연관,토마토주스
미분류,미분류,스틱초코렛
미분류,미분류,버터페이스트리
미분류,미분류,냉동이스트
미분류,미분류,베이커매직
커피,꿀벌 수분 연관,커피앙금
미분류,미분류,조미김
미분류,미분류,베이컨류
미분류,미분류,포장육
미분류,미분류,해조류(고시형)
미분류,미분류,꼬시래기
미분류,미분류,염장미역줄기
미분류,미분류,용안헛씨껍질
미분류,미분류,적양배추
미분류,미분류,적로메인상추잎
미분류,미분류,화학적합성품
미분류,미분류,건조양파
미분류,미분류,노두유
미분류,미분류,우엉
미분류,미분류,유채
미분류,미분류,차아황산나트륨
미분류,미분류,참나물
미분류,미분류,황태
미분류,미분류,메밀가루
미분류,미분류,정제식염
미분류,미분류,청색꽃게
미분류,미분류,양념소스베이스
카카오,꿀벌 수분 연관,다크초콜릿분말
카카오,꿀벌 수분 연관,드롭다크초콜릿
미분류,미분류,배추우거지
미분류,미분류,사골육수
미분류,미분류,파슬리
미분류,미분류,오이피클
미분류,미분류,삼치
미분류,미분류,식품첨가물혼합제제용액
미분류,미분류,합성착향료(vanillin*)
미분류,미분류,천연착향료(lemon)
미분류,미분류,가공유지
미분류,미분류,천연향료(lemon)
미분류,미분류,천연향료(lemongrass)
미분류,미분류,천연향료(petitgrain)
미분류,미분류,합성향료(citral)
미분류,미분류,아라비아검
미분류,미분류,리치향
미분류,미분류,합성향료(citronellol)
미분류,미분류,합성향료(benzylalcohol)
미분류,미분류,합성착향료(isoamylacetate)
사과,꿀벌 수분 연관,사과향
미분류,미분류,천연착향료(lime)
미분류,미분류,천연착향료(orange
미분류,미분류,sweet)
미분류,미분류,천연향료(orange
미분류,미분류,천연향료(lime)
미분류,미분류,천연향료(bergamot(bergamotorange))
미분류,미분류,열대과일향
미분류,미분류,합성착향료(ethylvanillin)
미분류,미분류,파인애플향
미분류,미분류,무즙
미분류,미분류,청갓
아몬드,꿀벌 수분 연관,아몬드향
미분류,미분류,사워도우
미분류,미분류,중종
미분류,미분류,커런트열매
크랜베리,꿀벌 수분 연관,건조크랜베리
미분류,미분류,오징어먹물색소
미분류,미분류,살균우유
미분류,미분류,샤워종
미분류,미분류,밀글루텐
미분류,미분류,버터크림
바닐라,꿀벌 수분 연관,바닐라슈가
미분류,미분류,혼합프레스햄
미분류,미분류,파프리카
미분류,미분류,완두앙금
미분류,미분류,유자과육
미분류,미분류,반죽
미분류,미분류,옥수수배아유
미분류,미분류,완두배기
미분류,미분류,쑥가루
토마토,꿀벌 수분 연관,토마토케찹k
미분류,미분류,절임덩굴월귤
미분류,미분류,홍국쌀
미분류,미분류,시럽믹스
마카다미아,꿀벌 수분 연관,마카다미아분태
미분류,미분류,개암가루
커피,꿀벌 수분 연관,에스프레소커피추출액
미분류,미분류,사카린나트륨제제
미분류,미분류,가당팥앙금
커피,꿀벌 수분 연관,커피플레이버
미분류,미분류,홍차엽
레몬,꿀벌 수분 연관,레몬즙
바닐라,꿀벌 수분 연관,바닐라빈추출물
아몬드,꿀벌 수분 연관,아몬드분태
미분류,미분류,거피팥
미분류,미분류,강낭콩앙금
미분류,미분류,활성글루텐
미분류,미분류,유산균배양액
미분류,미분류,생강페이스트
오렌지,꿀벌 수분 연관,오렌지향
미분류,미분류,황색
오렌지,꿀벌 수분 연관,오렌지농축과즙
감귤,꿀벌 수분 연관,감귤과립
미분류,미분류,카나우바왁스
미분류,미분류,이소말트
미분류,미분류,껌베이스
미분류,미분류,d-말티톨
미분류,미분류,검베이스
미분류,미분류,자주색고구마색소
미분류,미분류,합성감미료
미분류,미분류,d-소르비톨
미분류,미분류,슈가향
미분류,미분류,스트로베리향
미분류,미분류,쉘락
미분류,미분류,믹스베리향
미분류,미분류,라스베리향
미분류,미분류,플라보노이드
미분류,미분류,스테아린산칼슘
미분류,미분류,리퀴드멘톨향skf-22663
미분류,미분류,클로레라분말
바닐라,꿀벌 수분 연관,바닐라향시럽
미분류,미분류,l-주석산수소칼륨
미분류,미분류,젖산칼륨
해바라기,꿀벌 수분 연관,고올레산해바라기유
미분류,미분류,ε-폴리리신
미분류,미분류,매실
미분류,미분류,손바닥손인장가루
미분류,미분류,쌀튀밥
미분류,미분류,찹쌀유과바탕
미분류,미분류,닭고기
미분류,미분류,레드비트뿌리
미분류,미분류,홍파프리카
미분류,미분류,풍미인핸서
미분류,미분류,식용돈지
미분류,미분류,참깨페이스트
미분류,미분류,말토덱스트린혼합제제
미분류,미분류,알마늘
미분류,미분류,새우엑기스-2
미분류,미분류,건조쥐치
미분류,미분류,켑시컴
미분류,미분류,후추
미분류,미분류,마루다시
미분류,미분류,냉동양파
커피,꿀벌 수분 연관,커피엑기스
사과,꿀벌 수분 연관,사과분말
미분류,미분류,당근분말
미분류,미분류,오레가노분말
미분류,미분류,셀러리분말
미분류,미분류,대파분말
미분류,미분류,타임분말
미분류,미분류,월계수잎
미분류,미분류,정향나무꽃봉오리
미분류,미분류,셀러리
미분류,미분류,올레오레진블랙페퍼
미분류,미분류,감칠맛베이스
미분류,미분류,무추출액
미분류,미분류,야채추출물
미분류,미분류,멸치추출농축액
미분류,미분류,햄
미분류,미분류,쏘세지
미분류,미분류,민찌
미분류,미분류,떡
미분류,미분류,쏘스
미분류,미분류,맥주
미분류,미분류,5-이노신산이나트륨
미분류,미분류,풀루란
미분류,미분류,고추씨앗가루
미분류,미분류,대두분
미분류,미분류,보존료제제
미분류,미분류,맑은식용유
미분류,미분류,이스트레이즈드콘센트레이트
미분류,미분류,던킨도너츠쇼트닝프리
미분류,미분류,하이브리드이스트레이즈드콘센트레이트
미분류,미분류,스테아릴젖산나트륨
미분류,미분류,검블랜드
미분류,미분류,알파아밀라아제(비세균성)
미분류,미분류,합성착향료
미분류,미분류,심황색소
미분류,미분류,mgc-01(박력분)
미분류,미분류,소포제
미분류,미분류,밀크향
미분류,미분류,폴리인산칼륨
미분류,미분류,야자경화유
미분류,미분류,아이미
미분류,미분류,연어
미분류,미분류,연잎가루
미분류,미분류,사이다
미분류,미분류,배추김치
미분류,미분류,세부원재료
미분류,미분류,건조코코넛슬라이스
미분류,미분류,o/sgreenyj
미분류,미분류,yellow
미분류,미분류,카레분
미분류,미분류,배주스
바닐라,꿀벌 수분 연관,바닐라향
